jurisdiction,sex,age,month,year,time_frame,dataset,population,count_alldrug,count_opioid,count_fentanyl,count_heroin,count_stimulant,count_cocaine,count_methamphetamine,count_benzodiazepine,rate_alldrug,rate_opioid,rate_fentanyl,rate_heroin,rate_stimulant,rate_cocaine,rate_methamphetamine,rate_benzodiazepine
US,F,55+,4,2019,monthly,ED,36801638,2151,605,NA,163,63,34,NA,172,5.8,1.6,NA,0.4,0.2,0.1,NA,0.5
US,F,55+,5,2019,monthly,ED,36801638,2313,660,NA,173,45,24,NA,185,6.3,1.8,NA,0.5,0.1,0.1,NA,0.5
US,F,55+,6,2019,monthly,ED,36801638,2290,636,NA,173,48,24,NA,176,6.2,1.7,NA,0.5,0.1,0.1,NA,0.5
US,F,55+,7,2019,monthly,ED,36801638,2424,657,NA,174,48,31,NA,198,6.6,1.8,NA,0.5,0.1,0.1,NA,0.5
US,F,55+,8,2019,monthly,ED,36801638,2317,661,NA,185,55,37,NA,186,6.3,1.8,NA,0.5,0.1,0.1,NA,0.5
US,F,55+,9,2019,monthly,ED,36801638,2236,626,NA,160,38,19,NA,190,6.1,1.7,NA,0.4,0.1,suppressed,NA,0.5
US,F,55+,10,2019,monthly,ED,36801638,2181,590,NA,161,53,26,NA,161,5.9,1.6,NA,0.4,0.1,0.1,NA,0.4
US,F,55+,11,2019,monthly,ED,36801638,2070,584,NA,189,48,23,NA,133,5.6,1.6,NA,0.5,0.1,0.1,NA,0.4
US,F,55+,12,2019,monthly,ED,36801638,2074,593,NA,175,43,21,NA,161,5.6,1.6,NA,0.5,0.1,0.1,NA,0.4
US,F,55+,all,2019,annual,ED,36801638,26317,7244,NA,1969,559,294,NA,2063,71.5,19.7,NA,5.4,1.5,0.8,NA,5.6
US,M,0-14,1,2019,monthly,ED,22501969,1668,49,NA,0,101,suppressed,NA,59,7.4,0.2,NA,0.0,0.4,suppressed,NA,0.3
US,M,0-14,2,2019,monthly,ED,22501969,1482,52,NA,suppressed,86,suppressed,NA,38,6.6,0.2,NA,suppressed,0.4,suppressed,NA,0.2
US,M,0-14,3,2019,monthly,ED,22501969,1803,46,NA,0,111,suppressed,NA,70,8.0,0.2,NA,0.0,0.5,suppressed,NA,0.3
US,M,0-14,4,2019,monthly,ED,22501969,1642,50,NA,suppressed,78,0,NA,56,7.3,0.2,NA,suppressed,0.3,0.0,NA,0.2
US,M,0-14,5,2019,monthly,ED,22501969,1805,50,NA,suppressed,83,suppressed,NA,85,8.0,0.2,NA,suppressed,0.4,suppressed,NA,0.4
US,M,0-14,6,2019,monthly,ED,22501969,1631,48,NA,0,72,suppressed,NA,52,7.2,0.2,NA,0.0,0.3,suppressed,NA,0.2
US,M,0-14,7,2019,monthly,ED,22501969,1557,48,NA,0,60,suppressed,NA,49,6.9,0.2,NA,0.0,0.3,suppressed,NA,0.2
US,M,0-14,8,2019,monthly,ED,22501969,1764,54,NA,suppressed,99,suppressed,NA,71,7.8,0.2,NA,suppressed,0.4,suppressed,NA,0.3
US,M,0-14,9,2019,monthly,ED,22501969,1697,55,NA,suppressed,83,suppressed,NA,53,7.5,0.2,NA,suppressed,0.4,suppressed,NA,0.2
US,M,0-14,10,2019,monthly,ED,22501969,1762,52,NA,suppressed,105,suppressed,NA,72,7.8,0.2,NA,suppressed,0.5,suppressed,NA,0.3
US,M,0-14,11,2019,monthly,ED,22501969,1691,58,NA,suppressed,76,0,NA,70,7.5,0.3,NA,suppressed,0.3,0.0,NA,0.3
US,M,0-14,12,2019,monthly,ED,22501969,1575,55,NA,0,74,suppressed,NA,59,7.0,0.2,NA,0.0,0.3,suppressed,NA,0.3
US,M,0-14,all,2019,annual,ED,22501969,20077,617,NA,11,1028,19,NA,734,89.2,2.7,NA,suppressed,4.6,suppressed,NA,3.3
US,M,15-24,1,2019,monthly,ED,15771066,1676,511,NA,284,149,30,NA,164,10.6,3.2,NA,1.8,0.9,0.2,NA,1.0
US,M,15-24,2,2019,monthly,ED,15771066,1762,547,NA,301,154,33,NA,171,11.2,3.5,NA,1.9,1.0,0.2,NA,1.1
US,M,15-24,3,2019,monthly,ED,15771066,1881,570,NA,300,154,39,NA,187,11.9,3.6,NA,1.9,1.0,0.2,NA,1.2
US,M,15-24,4,2019,monthly,ED,15771066,1886,565,NA,299,179,40,NA,172,12.0,3.6,NA,1.9,1.1,0.3,NA,1.1
US,M,15-24,5,2019,monthly,ED,15771066,1952,603,NA,309,181,42,NA,185,12.4,3.8,NA,2.0,1.1,0.3,NA,1.2
US,M,15-24,6,2019,monthly,ED,15771066,1804,652,NA,352,155,37,NA,165,11.4,4.1,NA,2.2,1.0,0.2,NA,1.0
US,M,15-24,7,2019,monthly,ED,15771066,1949,702,NA,340,187,42,NA,201,12.4,4.5,NA,2.2,1.2,0.3,NA,1.3
US,M,15-24,8,2019,monthly,ED,15771066,1948,718,NA,350,139,31,NA,201,12.4,4.6,NA,2.2,0.9,0.2,NA,1.3
US,M,15-24,9,2019,monthly,ED,15771066,2027,685,NA,302,167,35,NA,211,12.9,4.3,NA,1.9,1.1,0.2,NA,1.3
US,M,15-24,10,2019,monthly,ED,15771066,2052,722,NA,337,168,46,NA,194,13.0,4.6,NA,2.1,1.1,0.3,NA,1.2
US,M,15-24,11,2019,monthly,ED,15771066,1976,743,NA,313,149,32,NA,189,12.5,4.7,NA,2.0,0.9,0.2,NA,1.2
US,M,15-24,12,2019,monthly,ED,15771066,2177,763,NA,312,185,38,NA,215,13.8,4.8,NA,2.0,1.2,0.2,NA,1.4
US,M,15-24,all,2019,annual,ED,15771066,23090,7781,NA,3799,1967,445,NA,2255,146.4,49.3,NA,24.1,12.5,2.8,NA,14.3
US,M,25-34,1,2019,monthly,ED,16999462,2990,1836,NA,1248,263,70,NA,156,17.6,10.8,NA,7.3,1.5,0.4,NA,0.9
US,M,25-34,2,2019,monthly,ED,16999462,2870,1730,NA,1149,276,81,NA,150,16.9,10.2,NA,6.8,1.6,0.5,NA,0.9
US,M,25-34,3,2019,monthly,ED,16999462,3206,1984,NA,1370,288,85,NA,168,18.9,11.7,NA,8.1,1.7,0.5,NA,1.0
US,M,25-34,4,2019,monthly,ED,16999462,3189,1904,NA,1243,292,84,NA,136,18.8,11.2,NA,7.3,1.7,0.5,NA,0.8
US,M,25-34,5,2019,monthly,ED,16999462,3348,2039,NA,1311,308,91,NA,159,19.7,12.0,NA,7.7,1.8,0.5,NA,0.9
US,M,25-34,6,2019,monthly,ED,16999462,3557,2249,NA,1465,305,94,NA,169,20.9,13.2,NA,8.6,1.8,0.6,NA,1.0
US,M,25-34,7,2019,monthly,ED,16999462,3812,2378,NA,1525,340,96,NA,176,22.4,14.0,NA,9.0,2.0,0.6,NA,1.0
US,M,25-34,8,2019,monthly,ED,16999462,3639,2266,NA,1423,324,100,NA,183,21.4,13.3,NA,8.4,1.9,0.6,NA,1.1
US,M,25-34,9,2019,monthly,ED,16999462,3464,2213,NA,1339,310,101,NA,156,20.4,13.0,NA,7.9,1.8,0.6,NA,0.9
US,M,25-34,10,2019,monthly,ED,16999462,3478,2203,NA,1344,305,86,NA,148,20.5,13.0,NA,7.9,1.8,0.5,NA,0.9
US,M,25-34,11,2019,monthly,ED,16999462,3158,1983,NA,1169,281,81,NA,164,18.6,11.7,NA,6.9,1.7,0.5,NA,1.0
US,M,25-34,12,2019,monthly,ED,16999462,3466,2140,NA,1284,308,92,NA,159,20.4,12.6,NA,7.6,1.8,0.5,NA,0.9
US,M,25-34,all,2019,annual,ED,16999462,40177,24925,NA,15870,3600,1061,NA,1924,236.3,146.6,NA,93.4,21.2,6.2,NA,11.3
US,M,35-54,1,2019,monthly,ED,29685304,3138,1810,NA,1123,248,87,NA,172,10.6,6.1,NA,3.8,0.8,0.3,NA,0.6
US,M,35-54,2,2019,monthly,ED,29685304,2987,1708,NA,1023,271,108,NA,148,10.1,5.8,NA,3.4,0.9,0.4,NA,0.5
US,M,35-54,3,2019,monthly,ED,29685304,3448,1964,NA,1184,314,132,NA,179,11.6,6.6,NA,4.0,1.1,0.4,NA,0.6
US,M,35-54,4,2019,monthly,ED,29685304,3211,1779,NA,1063,268,116,NA,177,10.8,6.0,NA,3.6,0.9,0.4,NA,0.6
US,M,35-54,5,2019,monthly,ED,29685304,3793,2186,NA,1337,326,137,NA,185,12.8,7.4,NA,4.5,1.1,0.5,NA,0.6
US,M,35-54,6,2019,monthly,ED,29685304,3784,2220,NA,1352,306,128,NA,199,12.7,7.5,NA,4.6,1.0,0.4,NA,0.7
US,M,35-54,7,2019,monthly,ED,29685304,3927,2340,NA,1450,306,122,NA,172,13.2,7.9,NA,4.9,1.0,0.4,NA,0.6
US,M,35-54,8,2019,monthly,ED,29685304,4078,2446,NA,1387,340,133,NA,188,13.7,8.2,NA,4.7,1.1,0.4,NA,0.6
US,M,35-54,9,2019,monthly,ED,29685304,3959,2361,NA,1357,333,112,NA,177,13.3,8.0,NA,4.6,1.1,0.4,NA,0.6
US,M,35-54,10,2019,monthly,ED,29685304,3842,2244,NA,1310,317,136,NA,174,12.9,7.6,NA,4.4,1.1,0.5,NA,0.6
US,M,35-54,11,2019,monthly,ED,29685304,3577,2126,NA,1217,296,108,NA,154,12.0,7.2,NA,4.1,1.0,0.4,NA,0.5
US,M,35-54,12,2019,monthly,ED,29685304,3731,2161,NA,1273,303,116,NA,153,12.6,7.3,NA,4.3,1.0,0.4,NA,0.5
US,M,35-54,all,2019,annual,ED,29685304,43475,25345,NA,15076,3628,1435,NA,2078,146.5,85.4,NA,50.8,12.2,4.8,NA,7.0
US,M,55+,1,2019,monthly,ED,31574511,2155,834,NA,399,73,44,NA,125,6.8,2.6,NA,1.3,0.2,0.1,NA,0.4
US,M,55+,2,2019,monthly,ED,31574511,1978,787,NA,385,78,51,NA,125,6.3,2.5,NA,1.2,0.2,0.2,NA,0.4
US,M,55+,3,2019,monthly,ED,31574511,2208,919,NA,437,68,38,NA,134,7.0,2.9,NA,1.4,0.2,0.1,NA,0.4
US,M,55+,4,2019,monthly,ED,31574511,2287,976,NA,471,84,54,NA,124,7.2,3.1,NA,1.5,0.3,0.2,NA,0.4
US,M,55+,5,2019,monthly,ED,31574511,2578,1123,NA,560,103,70,NA,148,8.2,3.6,NA,1.8,0.3,0.2,NA,0.5
US,M,55+,6,2019,monthly,ED,31574511,2453,1062,NA,529,96,61,NA,134,7.8,3.4,NA,1.7,0.3,0.2,NA,0.4
US,M,55+,7,2019,monthly,ED,31574511,2591,1189,NA,591,108,68,NA,145,8.2,3.8,NA,1.9,0.3,0.2,NA,0.5
US,M,55+,8,2019,monthly,ED,31574511,2719,1260,NA,633,92,53,NA,151,8.6,4.0,NA,2.0,0.3,0.2,NA,0.5
US,M,55+,9,2019,monthly,ED,31574511,2400,1114,NA,558,80,47,NA,125,7.6,3.5,NA,1.8,0.3,0.1,NA,0.4
US,M,55+,10,2019,monthly,ED,31574511,2415,1052,NA,520,78,46,NA,117,7.6,3.3,NA,1.6,0.2,0.1,NA,0.4
US,M,55+,11,2019,monthly,ED,31574511,2273,1026,NA,504,75,50,NA,127,7.2,3.2,NA,1.6,0.2,0.2,NA,0.4
US,M,55+,12,2019,monthly,ED,31574511,2317,1029,NA,506,100,56,NA,98,7.3,3.3,NA,1.6,0.3,0.2,NA,0.3
US,M,55+,all,2019,annual,ED,31574511,28374,12371,NA,6093,1035,638,NA,1553,89.9,39.2,NA,19.3,3.3,2.0,NA,4.9
US,F,0-14,1,2020,monthly,ED,21733804,1661,44,NA,suppressed,86,suppressed,NA,49,7.6,0.2,NA,suppressed,0.4,suppressed,NA,0.2
US,F,0-14,2,2020,monthly,ED,21733804,1607,31,NA,0,63,suppressed,NA,52,7.4,0.1,NA,0.0,0.3,suppressed,NA,0.2
US,F,0-14,3,2020,monthly,ED,21733804,1362,51,NA,0,64,suppressed,NA,49,6.3,0.2,NA,0.0,0.3,suppressed,NA,0.2
US,F,0-14,4,2020,monthly,ED,21733804,969,33,NA,suppressed,77,suppressed,NA,31,4.5,0.2,NA,suppressed,0.4,suppressed,NA,0.1
US,F,0-14,5,2020,monthly,ED,21733804,1240,63,NA,suppressed,69,suppressed,NA,31,5.7,0.3,NA,suppressed,0.3,suppressed,NA,0.1
US,F,0-14,6,2020,monthly,ED,21733804,1270,44,NA,suppressed,49,0,NA,44,5.8,0.2,NA,suppressed,0.2,0.0,NA,0.2
US,F,0-14,7,2020,monthly,ED,21733804,1398,50,NA,suppressed,56,suppressed,NA,56,6.4,0.2,NA,suppressed,0.3,suppressed,NA,0.3
US,F,0-14,8,2020,monthly,ED,21733804,1419,40,NA,0,51,0,NA,46,6.5,0.2,NA,0.0,0.2,0.0,NA,0.2
US,F,0-14,9,2020,monthly,ED,21733804,1395,54,NA,suppressed,57,suppressed,NA,48,6.4,0.2,NA,suppressed,0.3,suppressed,NA,0.2
US,F,0-14,10,2020,monthly,ED,21733804,1469,51,suppressed,suppressed,67,suppressed,NA,51,6.8,0.2,suppressed,suppressed,0.3,suppressed,NA,0.2
US,F,0-14,11,2020,monthly,ED,21733804,1427,49,0,suppressed,74,0,NA,30,6.6,0.2,0.0,suppressed,0.3,0.0,NA,0.1
US,F,0-14,12,2020,monthly,ED,21733804,1314,47,suppressed,0,66,suppressed,NA,41,6.0,0.2,suppressed,0.0,0.3,suppressed,NA,0.2
US,F,0-14,all,2020,annual,ED,21733804,16531,557,NA,12,779,16,NA,528,76.1,2.6,NA,suppressed,3.6,suppressed,NA,2.4
US,F,15-24,1,2020,monthly,ED,15204682,1681,409,NA,175,108,30,NA,141,11.1,2.7,NA,1.2,0.7,0.2,NA,0.9
US,F,15-24,2,2020,monthly,ED,15204682,1706,415,NA,190,96,28,NA,144,11.2,2.7,NA,1.2,0.6,0.2,NA,0.9
US,F,15-24,3,2020,monthly,ED,15204682,1610,490,NA,198,99,24,NA,144,10.6,3.2,NA,1.3,0.7,0.2,NA,0.9
US,F,15-24,4,2020,monthly,ED,15204682,1471,499,NA,201,109,34,NA,106,9.7,3.3,NA,1.3,0.7,0.2,NA,0.7
US,F,15-24,5,2020,monthly,ED,15204682,1766,570,NA,221,133,35,NA,151,11.6,3.7,NA,1.5,0.9,0.2,NA,1.0
US,F,15-24,6,2020,monthly,ED,15204682,1730,562,NA,224,113,30,NA,135,11.4,3.7,NA,1.5,0.7,0.2,NA,0.9
US,F,15-24,7,2020,monthly,ED,15204682,1860,611,NA,223,112,29,NA,130,12.2,4.0,NA,1.5,0.7,0.2,NA,0.9
US,F,15-24,8,2020,monthly,ED,15204682,1860,553,NA,202,126,28,NA,164,12.2,3.6,NA,1.3,0.8,0.2,NA,1.1
US,F,15-24,9,2020,monthly,ED,15204682,1757,528,NA,174,111,26,NA,130,11.6,3.5,NA,1.1,0.7,0.2,NA,0.9
US,F,15-24,10,2020,monthly,ED,15204682,1842,523,66,161,104,26,NA,149,12.1,3.4,0.4,1.1,0.7,0.2,NA,1.0
US,F,15-24,11,2020,monthly,ED,15204682,1620,455,52,151,128,31,NA,137,10.7,3.0,0.3,1.0,0.8,0.2,NA,0.9
US,F,15-24,12,2020,monthly,ED,15204682,1573,486,52,172,78,16,NA,147,10.3,3.2,0.3,1.1,0.5,suppressed,NA,1.0
US,F,15-24,all,2020,annual,ED,15204682,20476,6101,NA,2292,1317,337,NA,1678,134.7,40.1,NA,15.1,8.7,2.2,NA,11.0
US,F,25-34,1,2020,monthly,ED,16339078,2052,1059,NA,611,169,58,NA,114,12.6,6.5,NA,3.7,1.0,0.4,NA,0.7
US,F,25-34,2,2020,monthly,ED,16339078,1996,1005,NA,581,157,48,NA,130,12.2,6.2,NA,3.6,1.0,0.3,NA,0.8
US,F,25-34,3,2020,monthly,ED,16339078,2188,1228,NA,724,187,55,NA,128,13.4,7.5,NA,4.4,1.1,0.3,NA,0.8
US,F,25-34,4,2020,monthly,ED,16339078,2023,1142,NA,616,179,61,NA,134,12.4,7.0,NA,3.8,1.1,0.4,NA,0.8
US,F,25-34,5,2020,monthly,ED,16339078,2408,1296,NA,727,203,71,NA,152,14.7,7.9,NA,4.4,1.2,0.4,NA,0.9
US,F,25-34,6,2020,monthly,ED,16339078,2391,1303,NA,724,170,47,NA,151,14.6,8.0,NA,4.4,1.0,0.3,NA,0.9
US,F,25-34,7,2020,monthly,ED,16339078,2344,1250,NA,647,200,53,NA,155,14.3,7.7,NA,4.0,1.2,0.3,NA,0.9
US,F,25-34,8,2020,monthly,ED,16339078,2405,1287,NA,657,195,56,NA,130,14.7,7.9,NA,4.0,1.2,0.3,NA,0.8
US,F,25-34,9,2020,monthly,ED,16339078,2275,1161,NA,605,200,54,NA,150,13.9,7.1,NA,3.7,1.2,0.3,NA,0.9
US,F,25-34,10,2020,monthly,ED,16339078,2118,1111,95,548,160,43,NA,125,13.0,6.8,0.6,3.4,1.0,0.3,NA,0.8
US,F,25-34,11,2020,monthly,ED,16339078,1971,1036,87,541,173,58,NA,125,12.1,6.3,0.5,3.3,1.1,0.4,NA,0.8
US,F,25-34,12,2020,monthly,ED,16339078,1980,1071,125,533,138,37,NA,125,12.1,6.6,0.8,3.3,0.8,0.2,NA,0.8
US,F,25-34,all,2020,annual,ED,16339078,26151,13949,NA,7514,2131,641,NA,1619,160.1,85.4,NA,46.0,13.0,3.9,NA,9.9
US,F,35-54,1,2020,monthly,ED,30316224,2545,1099,NA,580,176,66,NA,190,8.4,3.6,NA,1.9,0.6,0.2,NA,0.6
US,F,35-54,2,2020,monthly,ED,30316224,2499,1107,NA,565,150,53,NA,182,8.2,3.7,NA,1.9,0.5,0.2,NA,0.6
US,F,35-54,3,2020,monthly,ED,30316224,2518,1171,NA,586,168,66,NA,185,8.3,3.9,NA,1.9,0.6,0.2,NA,0.6
US,F,35-54,4,2020,monthly,ED,30316224,2392,1248,NA,634,149,47,NA,146,7.9,4.1,NA,2.1,0.5,0.2,NA,0.5
US,F,35-54,5,2020,monthly,ED,30316224,3068,1588,NA,777,201,77,NA,213,10.1,5.2,NA,2.6,0.7,0.3,NA,0.7
US,F,35-54,6,2020,monthly,ED,30316224,2921,1465,NA,681,185,84,NA,203,9.6,4.8,NA,2.2,0.6,0.3,NA,0.7
US,F,35-54,7,2020,monthly,ED,30316224,3051,1525,NA,721,200,63,NA,221,10.1,5.0,NA,2.4,0.7,0.2,NA,0.7
US,F,35-54,8,2020,monthly,ED,30316224,3084,1461,NA,709,186,65,NA,213,10.2,4.8,NA,2.3,0.6,0.2,NA,0.7
US,F,35-54,9,2020,monthly,ED,30316224,2842,1369,NA,616,196,61,NA,209,9.4,4.5,NA,2.0,0.6,0.2,NA,0.7
US,F,35-54,10,2020,monthly,ED,30316224,2764,1296,92,559,186,59,NA,185,9.1,4.3,0.3,1.8,0.6,0.2,NA,0.6
US,F,35-54,11,2020,monthly,ED,30316224,2548,1131,69,517,174,60,NA,179,8.4,3.7,0.2,1.7,0.6,0.2,NA,0.6
US,F,35-54,12,2020,monthly,ED,30316224,2456,1168,85,484,171,60,NA,150,8.1,3.9,0.3,1.6,0.6,0.2,NA,0.5
US,F,35-54,all,2020,annual,ED,30316224,32688,15628,NA,7429,2142,761,NA,2276,107.8,51.5,NA,24.5,7.1,2.5,NA,7.5
US,F,55+,1,2020,monthly,ED,36806748,2200,638,NA,174,49,21,NA,176,6.0,1.7,NA,0.5,0.1,0.1,NA,0.5
US,F,55+,2,2020,monthly,ED,36806748,2102,584,NA,168,45,22,NA,146,5.7,1.6,NA,0.5,0.1,0.1,NA,0.4
US,F,55+,3,2020,monthly,ED,36806748,1902,590,NA,190,55,31,NA,126,5.2,1.6,NA,0.5,0.1,0.1,NA,0.3
US,F,55+,4,2020,monthly,ED,36806748,1375,480,NA,145,29,15,NA,108,3.7,1.3,NA,0.4,0.1,suppressed,NA,0.3
US,F,55+,5,2020,monthly,ED,36806748,1923,664,NA,218,61,33,NA,154,5.2,1.8,NA,0.6,0.2,0.1,NA,0.4
US,F,55+,6,2020,monthly,ED,36806748,2020,679,NA,195,39,14,NA,169,5.5,1.8,NA,0.5,0.1,suppressed,NA,0.5
US,F,55+,7,2020,monthly,ED,36806748,2148,774,NA,257,42,22,NA,144,5.8,2.1,NA,0.7,0.1,0.1,NA,0.4
US,F,55+,8,2020,monthly,ED,36806748,2105,696,NA,205,51,31,NA,155,5.7,1.9,NA,0.6,0.1,0.1,NA,0.4
US,F,55+,9,2020,monthly,ED,36806748,2095,711,NA,215,36,17,NA,153,5.7,1.9,NA,0.6,0.1,suppressed,NA,0.4
US,F,55+,10,2020,monthly,ED,36806748,2056,662,24,180,47,26,NA,147,5.6,1.8,0.1,0.5,0.1,0.1,NA,0.4
US,F,55+,11,2020,monthly,ED,36806748,1948,630,23,151,39,16,NA,124,5.3,1.7,0.1,0.4,0.1,suppressed,NA,0.3
US,F,55+,12,2020,monthly,ED,36806748,1931,637,21,156,43,18,NA,154,5.2,1.7,0.1,0.4,0.1,suppressed,NA,0.4
US,F,55+,all,2020,annual,ED,36806748,23805,7745,NA,2254,536,266,NA,1756,64.7,21.0,NA,6.1,1.5,0.7,NA,4.8
US,M,0-14,1,2020,monthly,ED,22768266,1711,50,NA,0,76,0,NA,66,7.5,0.2,NA,0.0,0.3,0.0,NA,0.3
US,M,0-14,2,2020,monthly,ED,22768266,1667,49,NA,suppressed,79,suppressed,NA,54,7.3,0.2,NA,suppressed,0.3,suppressed,NA,0.2
US,M,0-14,3,2020,monthly,ED,22768266,1407,35,NA,suppressed,63,suppressed,NA,56,6.2,0.2,NA,suppressed,0.3,suppressed,NA,0.2
US,M,0-14,4,2020,monthly,ED,22768266,965,37,NA,suppressed,57,0,NA,32,4.2,0.2,NA,suppressed,0.3,0.0,NA,0.1
US,M,0-14,5,2020,monthly,ED,22768266,1224,48,NA,suppressed,75,0,NA,33,5.4,0.2,NA,suppressed,0.3,0.0,NA,0.1
US,M,0-14,6,2020,monthly,ED,22768266,1285,58,NA,suppressed,73,suppressed,NA,34,5.6,0.3,NA,suppressed,0.3,suppressed,NA,0.1
US,M,0-14,7,2020,monthly,ED,22768266,1410,39,NA,suppressed,65,suppressed,NA,49,6.2,0.2,NA,suppressed,0.3,suppressed,NA,0.2
US,M,0-14,8,2020,monthly,ED,22768266,1451,56,NA,suppressed,63,suppressed,NA,53,6.4,0.2,NA,suppressed,0.3,suppressed,NA,0.2
US,M,0-14,9,2020,monthly,ED,22768266,1369,54,NA,0,81,suppressed,NA,38,6.0,0.2,NA,0.0,0.4,suppressed,NA,0.2
US,M,0-14,10,2020,monthly,ED,22768266,1473,56,suppressed,suppressed,87,suppressed,NA,34,6.5,0.2,suppressed,suppressed,0.4,suppressed,NA,0.1
US,M,0-14,11,2020,monthly,ED,22768266,1381,52,suppressed,0,78,suppressed,NA,37,6.1,0.2,suppressed,0.0,0.3,suppressed,NA,0.2
US,M,0-14,12,2020,monthly,ED,22768266,1319,62,suppressed,0,68,suppressed,NA,49,5.8,0.3,suppressed,0.0,0.3,suppressed,NA,0.2
US,M,0-14,all,2020,annual,ED,22768266,16662,596,NA,14,865,18,NA,535,73.2,2.6,NA,suppressed,3.8,suppressed,NA,2.3
US,M,15-24,1,2020,monthly,ED,15866162,2088,752,NA,281,169,34,NA,229,13.2,4.7,NA,1.8,1.1,0.2,NA,1.4
US,M,15-24,2,2020,monthly,ED,15866162,2107,772,NA,275,154,24,NA,232,13.3,4.9,NA,1.7,1.0,0.2,NA,1.5
US,M,15-24,3,2020,monthly,ED,15866162,2090,821,NA,292,143,34,NA,244,13.2,5.2,NA,1.8,0.9,0.2,NA,1.5
US,M,15-24,4,2020,monthly,ED,15866162,1893,839,NA,297,152,36,NA,198,11.9,5.3,NA,1.9,1.0,0.2,NA,1.2
US,M,15-24,5,2020,monthly,ED,15866162,2369,1024,NA,357,144,41,NA,277,14.9,6.5,NA,2.3,0.9,0.3,NA,1.7
US,M,15-24,6,2020,monthly,ED,15866162,2328,974,NA,323,155,47,NA,226,14.7,6.1,NA,2.0,1.0,0.3,NA,1.4
US,M,15-24,7,2020,monthly,ED,15866162,2384,1028,NA,327,141,27,NA,250,15.0,6.5,NA,2.1,0.9,0.2,NA,1.6
US,M,15-24,8,2020,monthly,ED,15866162,2399,994,NA,274,158,32,NA,253,15.1,6.3,NA,1.7,1.0,0.2,NA,1.6
US,M,15-24,9,2020,monthly,ED,15866162,2315,986,NA,264,156,36,NA,234,14.6,6.2,NA,1.7,1.0,0.2,NA,1.5
US,M,15-24,10,2020,monthly,ED,15866162,2194,912,108,260,159,26,NA,200,13.8,5.7,0.7,1.6,1.0,0.2,NA,1.3
US,M,15-24,11,2020,monthly,ED,15866162,2078,835,103,224,149,40,NA,230,13.1,5.3,0.6,1.4,0.9,0.3,NA,1.4
US,M,15-24,12,2020,monthly,ED,15866162,2012,887,135,236,126,28,NA,221,12.7,5.6,0.9,1.5,0.8,0.2,NA,1.4
US,M,15-24,all,2020,annual,ED,15866162,26257,10824,NA,3410,1806,405,NA,2794,165.5,68.2,NA,21.5,11.4,2.6,NA,17.6
US,M,25-34,1,2020,monthly,ED,16805062,3355,2082,NA,1200,282,100,NA,165,20.0,12.4,NA,7.1,1.7,0.6,NA,1.0
US,M,25-34,2,2020,monthly,ED,16805062,3504,2211,NA,1283,304,91,NA,180,20.9,13.2,NA,7.6,1.8,0.5,NA,1.1
US,M,25-34,3,2020,monthly,ED,16805062,3708,2419,NA,1400,308,103,NA,177,22.1,14.4,NA,8.3,1.8,0.6,NA,1.1
US,M,25-34,4,2020,monthly,ED,16805062,3577,2395,NA,1329,299,101,NA,176,21.3,14.3,NA,7.9,1.8,0.6,NA,1.0
US,M,25-34,5,2020,monthly,ED,16805062,4417,2851,NA,1494,367,121,NA,203,26.3,17.0,NA,8.9,2.2,0.7,NA,1.2
US,M,25-34,6,2020,monthly,ED,16805062,4236,2731,NA,1384,319,95,NA,203,25.2,16.3,NA,8.2,1.9,0.6,NA,1.2
US,M,25-34,7,2020,monthly,ED,16805062,4403,2817,NA,1460,341,91,NA,234,26.2,16.8,NA,8.7,2.0,0.5,NA,1.4
US,M,25-34,8,2020,monthly,ED,16805062,4268,2761,NA,1339,312,95,NA,229,25.4,16.4,NA,8.0,1.9,0.6,NA,1.4
US,M,25-34,9,2020,monthly,ED,16805062,3915,2499,NA,1267,301,82,NA,185,23.3,14.9,NA,7.5,1.8,0.5,NA,1.1
US,M,25-34,10,2020,monthly,ED,16805062,3795,2348,214,1145,298,69,NA,218,22.6,14.0,1.3,6.8,1.8,0.4,NA,1.3
US,M,25-34,11,2020,monthly,ED,16805062,3643,2314,258,1128,279,83,NA,182,21.7,13.8,1.5,6.7,1.7,0.5,NA,1.1
US,M,25-34,12,2020,monthly,ED,16805062,3606,2287,270,1075,246,62,NA,200,21.5,13.6,1.6,6.4,1.5,0.4,NA,1.2
US,M,25-34,all,2020,annual,ED,16805062,46427,29715,NA,15504,3656,1093,NA,2352,276.3,176.8,NA,92.3,21.8,6.5,NA,14.0
US,M,35-54,1,2020,monthly,ED,30528280,3801,2269,NA,1257,309,116,NA,167,12.5,7.4,NA,4.1,1.0,0.4,NA,0.5
US,M,35-54,2,2020,monthly,ED,30528280,3829,2331,NA,1342,287,115,NA,169,12.5,7.6,NA,4.4,0.9,0.4,NA,0.6
US,M,35-54,3,2020,monthly,ED,30528280,4071,2566,NA,1470,338,163,NA,165,13.3,8.4,NA,4.8,1.1,0.5,NA,0.5
US,M,35-54,4,2020,monthly,ED,30528280,3843,2525,NA,1408,269,109,NA,161,12.6,8.3,NA,4.6,0.9,0.4,NA,0.5
US,M,35-54,5,2020,monthly,ED,30528280,4861,3217,NA,1736,333,140,NA,223,15.9,10.5,NA,5.7,1.1,0.5,NA,0.7
